,UT,abstract,authors,citations,cities,countries,doi,location,population,title,year
1341,WOS:000395590500096,"This paper focuses on dynamic carpooling services in urban areas to address the needs of mobility in real-time by proposing a two-fold contribution: a solution with novel features with respect to the current state-of-the-art, which is named CLACSOON and is available on the market; the analysis of the carpooling services performance in the urban area of the city of Cagliari through emulations. Two new features characterize the proposed solution: partial ridesharing, according to which the riders can walk to reach the driver along his/her route when driving to the destination; the possibility to share the ride when the driver has already started the ride by modeling the mobility to reach the driver destination. To analyze which features of the population bring better performance to changing the characteristics of the users, we also conducted emulations. When compared with current solutions, CLACSOON allows for achieving a decrease in the waiting time of around 55% and an increase in the driver and passenger success rates of around 4% and 10%, respectively. Additionally, the proposed features allowed for having an increase in the reduction of the CO2 emission by more than 10% with respect to the traditional carpooling service.",,1,Cagliari,ITA,10.3390/su9020254,SRID=4326;POINT (9.11917 39.23054),149257,Dynamic Carpooling in Urban Areas: Design and Experimentation with a Multi-Objective Route Matching Algorithm,2017
1342,WOS:000397549500022,"Automobile exhaust emissions have been one of the serious air pollution sources in most Chinese cities and the adoption of new energy vehicles (NEVs) can solve this problem to some extent. In this context, NEVs can be seen as a kind of public good, part of whose value cannot be reflected in a market price. This paper estimates the environmental values of battery electric vehicles (BEVs) and studies the influencing factors based on a survey conducted in China's four biggest and developed cities: Beijing, Shanghai, Guangzhou, and Shenzhen. Contingent valuation method (CVM) and the ordered Probit model are employed to achieve the objective. The results show that the least average environmental values of a BEV are 30.60 thousand CNY in the four cities. People with higher income, already having private cars, knowing more about BEVs, thinking that BEVs can improve air quality or with higher levels of education are willing to pay more. Therefore, the policymakers should take the positive WTP of consumers for the environmental effects of BEVs into consideration when pricing the BEVs and reconsider the existing subsidies to BEVs.",,5,Shenzhen; Shanghai; Guangzhou; Beijing,CHN; CHN; CHN; CHN,10.1016/j.enpol.2017.01.037,SRID=4326;POINT (114.0683 22.54554); SRID=4326;POINT (121.45806 31.22222); SRID=4326;POINT (113.25 23.11667); SRID=4326;POINT (116.39723 39.9075),10358381; 22315474; 11071424; 11716620,Estimation of the environmental values of electric vehicles in Chinese cities,2017
1343,WOS:000291713100001,"Lake Simcoe is the largest lake within southern Ontario, Canada, and is an invaluable natural resource. However, in recent decades the ecological health of Lake Simcoe has been degraded by human activities, particularly those associated with agriculture and urbanization. In response, a number of management initiatives have been implemented to restore and protect Lake Simcoe and its watershed. These initiatives have also provided funding to enhance research and long-term monitoring efforts. This special issue features 17 articles highlighting current research on the lake and watershed. The articles are organized into five major areas: (1) phosphorus loading; (2) dreissenid mussels; (3) climate change; (4) synergistic impacts of phosphorus reductions, dreissenid mussels, and climate change; and (5) pollutants, fish contaminant levels, and human health. The results presented in this special issue greatly enhance our understanding of the current ecological status of Lake Simcoe, the stressors impacting the lake, and the factors that regulate lake and watershed processes across different spatial and temporal scales. These results will facilitate informed management decisions and ensure the continued restoration and protection of Lake Simcoe and its watershed. Crown Copyright (C) 2011 Published by Elsevier B.V. on behalf of International Association for Great Lakes Research. All rights reserved.","Palmer, ME, Winter, JG, Young, JD, Dillon, PJ, Guildford, SJ",25,Ontario,USA,10.1016/j.jglr.2011.04.003,SRID=4326;POINT (-117.65089 34.06334),171214,"Introduction and summary of research on Lake Simcoe: Research, monitoring, and restoration of a large lake and its watershed",2011
1344,WOS:000399707600005,"The series hybrid electric vehicle makes it easier to have fully independent controls for the engine-generator unit and for the traction motors; this is not feasible in parallel hybrid electric vehicles or series-parallel hybrid electric vehicles. The existing research does not consider this feature. Therefore, a novel control method called engine torque command handling is developed in this study and is added to the optimal energy management strategy, namely dynamic programming; this makes the most of the inertia of the engine-generator unit. The hidden fuel economy improvement factor, as demonstrated by the the difference between the command and the behaviour, can then be found. As a result, a considerable improvement in the fuel economy with straightforward but powerful concepts, such as modification of the engine operating points and the on-off period, is developed in the series hybrid electric bus. The simulation is evaluated by AMEsim-Simulink co-simulation with the well-known urban bus test profiles: the Manhattan cycle, the Braunschweig cycle and the Orange County cycle. The results show the significant potential for reduction in the energy consumption without changing the components or the structure of the vehicle system. This method can be applied to any type of vehicle that allows independent engine power generation without interruption.",,0,Braunschweig; Manhattan,DEU; USA,10.1177/0954407016658809,SRID=4326;POINT (10.52673 52.26594); SRID=4326;POINT (-73.96625 40.78343),244715; 1487536,Engine torque command handling for a series hybrid electric bus,2017
1345,WOS:000416394400008,"Unknown mixing state is one of the major sources of uncertainty in estimating aerosol direct radiative forcing (DRF). Aerosol DRF in India is usually reported for external mixing and any deviation from this would lead to high bias and error. Limited information on aerosol composition hinders in resolving this issue in India. Here we use two years of aerosol chemical composition data measured at megacity Delhi to examine the most probable aerosol mixing state by comparing the simulated clear-sky downward surface flux with the measured flux. We consider external, internal, and four combinations of core-shell (black carbon, BC over dust; water-soluble, WS over dust; WS over water-insoluble, WINS and BC over WINS) mixing. Our analysis reveals that choice of external mixing (usually considered in satellite retrievals and climate models) seems reasonable in Delhi only in the pre-monsoon (Mar-Jun) season. During the winter (Dec-Feb) and monsoon (Jul-Sep) seasons, 'WS coating over dust' externally mixed with BC and WINS appears to be the most probable mixing state; while 'WS coating over WINS' externally mixed with BC and dust seems to be the most probable mixing state in the post-monsoon (Oct-Nov) season. Mean seasonal TOA (surface) aerosol DRF for the most probable mixing states are 4.4 +/- 3.9 (- 25.9 +/- 3.9), - 16.3 +/- 5.7 (- 42.4 +/- 10.5), 13.6 +/- 11.4 (-76.6 +/- 16.6) and -5.4 +/- 7.7 (- 80.0 +/- 7.2) W m(-2) respectively in the pre-monsoon, monsoon, post-monsoon and winter seasons. Our results highlight the importance of realistic mixing state treatment in estimating aerosol DRF to aid in policy making to combat climate change.",,0,Delhi,IND,10.1016/j.atmosres.2017.09.018,SRID=4326;POINT (77.23148999999999 28.65195),10927986,"Most probable mixing state of aerosols in Delhi NCR, northern India",2018
1346,WOS:000373749000012,"The combination of liquid desiccant systems with conventional vapour compression chillers, usually known as hybrid liquid desiccant systems (HLDS), is a promising alternative when temperature and humidity need to be controlled in air conditioning applications. One of the advantages of this technology is that different kinds of energy can be integrated, particularly low temperature solar thermal energy, which can reduce the electrical consumption of the system. These kinds of systems are typically analysed by discrete steady-state simulations, which show how the system behaves in design conditions. However, dynamic simulations can provide information about the seasonal performance and help to set an appropriate control strategy. This paper describes the modelling and dynamic simulation of an HLDS using TRNSYS. Because there are non-standard components for the main elements of a liquid desiccant subsystem (LDS), an alternative modelling method based on performance tables has been developed. The simulation is carried out for Kuala Lumpur, a city with high humidity and ambient temperatures, where air conditioning is required throughout the year. The control strategy is also defined. Finally a sensitivity analysis is performed for the case analysed. (C) 2016 Elsevier Ltd. All rights reserved.",,4,Kuala Lumpur,MYS,10.1016/j.applthermaleng.2015.10.149,SRID=4326;POINT (101.68653 3.1412),1453975,Modelling and dynamic simulation of a hybrid liquid desiccant system regenerated with solar energy,2016
1347,WOS:000303561600006,"Extreme weather events, such as unusually high or low temperatures, severe winds and heavy precipitation, pose a threat to people and property in cities, and are expected to become more frequent and intense as a result of climate change. Managing this risk requires effective climate adaptation policies - strategic courses of action designed to strengthen urban resilience to climate-related stress. City governments have a key role to play in adaptation policy design, but they appear to face challenges in marshalling political commitment and technical capacity. This article examines elements of urban climate adaptation policy targeting extreme weather and analyzes the policy development process in two major Canadian cities, Toronto and Halifax.","Henstra, D",12,Toronto; Halifax,CAN; CAN,10.1080/13876988.2012.665215,SRID=4326;POINT (-79.41630000000001 43.70011); SRID=4326;POINT (-63.57239 44.64533),2600000; 359111,Toward the Climate-Resilient City: Extreme Weather and Urban Climate Adaptation Policies in Two Canadian Provinces,2012
1348,WOS:000366079900018,"Urban passenger transport significantly contributes to global greenhouse gas emissions, especially in developing countries owing to the rapid motorization, thus making it an important target for carbon reduction. This article established a method to estimate and analyze carbon emission from urban passenger transport including cars, rail transit, taxis and buses. The scope of research was defined based on car registration area, transport types and modes, the stages of rail transit energy consumption. The data availability and gathering were fully illustrated. A city level emission model for the aforementioned four modes of passenger transport was formulated, and parameters including emission factor of electricity and fuel efficiency were tailored according to local situations such as energy structure and field survey. The results reveal that the emission from Beijing's urban passenger transport in 2012 stood at 15 million tonnes of CO2, of which 75.5% was from cars, whereas car trip sharing constitutes only 42.5% of the total residential trips. Bus travel, yielding 28.6 g CO2, is the most efficient mode of transport under the current situations in terms of per passenger kilometer (PKM) emission, whereas car or taxi trips emit more than 5 times that of bus trips. Although a decrease trend appears, Beijing still has potential for further carbon reduction in passenger transport field in contrast to other cities in developed countries. Development of rail transit and further limitation on cars could assist in reducing 4.39 million tonnes CO2 emission. (C) 2015 Elsevier Ltd. All rights reserved.","Wang, ZJ, Chen, F, Fujiyama, T",9,Beijing,CHN,10.1016/j.trd.2015.10.001,SRID=4326;POINT (116.39723 39.9075),11716620,Carbon emission from urban passenger transportation in Beijing,2015
1349,WOS:000349567800010,"Urban public transport is currently facing increasing difficulties to obtain funding. While the priority is given to sustainable mobility in cities, the development of the supply leads to increasing operating costs, but the receipts from customers is insufficient to cover the expenses. Taking the example of French cities, the article analyses the reasons of the explosion of deficits. As the design of the network is in France under the full responsibility of Transport Authorities, the growth of the supply is often driven by public policy objectives (accessibility to the city for disadvantaged people, reducing car use and CO2 emissions) rather than by the demand. Even if the patronage starts again increasing since 2000, the global performance of the network is not satisfying, as evidenced by the rather weak rate of utilisation (on average 4 trips per vehicule.km). Apart from the successful development of right-of-way systems (such as tramways), the extension of bus routes to lower density areas explains this mitigated result. It is suggested to develop a line-based performance measurement in order to favour an optimisation now essential to cope with public funding restrictions. Impact indicators are proposed and illustrated on the city of Montpellier. (C) 2014 Elsevier Ltd. All rights reserved.","d'Arcier, BF",4,Montpellier,FRA,10.1016/j.retrec.2014.09.033,SRID=4326;POINT (3.87723 43.61092),248252,Measuring the performance of urban public transport in relation to public policy objectives,2014
1350,WOS:000356116100001,"The expansion of urban agriculture assists in reducing greenhouse gas (GHG) emissions not only by producing food but also by reducing the amount of food transported from farming areas and therefore reducing the food mileage. This study seeks to estimate ""the expected GHG reduction effect"" in the case of a revitalization of urban agriculture. For this purpose, this study first calculated the area available for urban farming by targeting the metropolitan area of Seoul and then calculated the production per unit area by focusing on ""the crops suitable for urban agriculture"". Using this estimated value, the study estimated crop production, the resultant food mileage decrement, and the reduction of carbon dioxide (CO2) emissions that could be obtained if the Seoul metropolis introduced urban agriculture. The results estimated that if the Seoul metropolis implemented urban agriculture in a 51.15 km(2) area, it would be possible to reduce CO2 emissions by 11.67 million kg annually. This numerical value is the same amount of CO2 absorbed annually by 20.0 km(2) of pine forests and 10.2 km(2) of oak tree forests that are 20 years old. From the perspective of GHG reduction effects in the transportation sector, urban agriculture is expected to produce a considerable effect in diverse aspects such as the habituation of green growth, self-sufficiency, and food security. (C) 2015 The Authors. Published by Elsevier B.V.","Lee, GG, Lee, HW, Lee, JH",12,Seoul,KOR,10.1016/j.landurbplan.2015.03.012,SRID=4326;POINT (126.9784 37.566),10349312,"Greenhouse gas emission reduction effect in the transportation sector by urban agriculture in Seoul, Korea",2015
1351,WOS:000271507300009,"A district heating system (DHS) consists of energy suppliers and consumers, heat generation and storage facilities and power transmission lines in the region. DHS has taken charge of an increasingly important role as the energy cost increases recently. In this work, a model for operational optimization of the DHS in the metropolitan area is presented by incorporating forecast for demand from customers. In the model, production and demand of heat in the region of Suseo near Seoul, Korea, are taken into account as well as forecast for demand using the artificial neural network. The optimization problem is formulated as a mixed integer linear programming (MILP) problem where the objective is to minimize the overall operating cost of DHS. The solution gives the optimal amount of network transmission and supply cost. The optimization system coupled with forecast capability can be effectively used as design and long-term operation guidelines for regional energy policies.",,2,Seoul,KOR,10.1007/s11814-009-0282-8,SRID=4326;POINT (126.9784 37.566),10349312,Optimization of district heating systems based on the demand forecast in the capital region,2009
1352,WOS:000403040000010,"China's climate change mitigation strategies and efforts are based on accurate regional carbon emission efficiency (CEE) estimates. Decision-making units which are all data envelopment analysis (DEA)-effective cannot be ranked by using the original DEA model. While previous studies omit environmental factors when gauging resources or environmental efficiency. In this study, we combine a Ruggiero three-stage model with a super-efficiency DEA model (SE-DEA) to solve these two problems. Following this method, we consider environmental factors and thereby compare provincial CEE in China in the new production frontier. The main results obtained are as follows: (1) provincial CEE values differ significantly in the first stage and the third stage; (2) in the third stage, only Eastern China reaches the SE-DEA relatively effective level, where CEE rankings in descending order are: Eastern, Central, and Western China; (3) provinces are divided into four categories in terms of provincial CEE values and per-capita GDPs, and therefore, regional climate and development policies could be oriented due to different categories. This efficiency evaluation methodology and the results obtained in our study not only contribute to understanding this issue, but also could be of specific interest to climate change policy makers in China.",,2,Davao,PHL,10.1007/s11069-017-2826-2,SRID=4326;POINT (125.61278 7.07306),1212504,Applying a Ruggiero three-stage super-efficiency DEA model to gauge regional carbon emission efficiency: evidence from China,2017
1353,WOS:000396953200004,"This study is aimed to identify the energy -saving policies in the residential sector that reflect the diversity of occupants using a statistical method such as IPA and ANOVA. To collect the sample data, oneto-one interview was carried out in 1500 households in Seoul city to investigate energy consumption status and occupant characteristics. Result from the field survey showed that about 50.1% of respondents expect the increase of energy consumption in the future due to needs for convenience, while 28% responded that energy consumption would decrease. It was also surveyed that each household spends about 76 USD and 62 USD (393kWh/month) per month in gas and electric utility fees, respectively. Due to the preference for larger appliances, the capacity of the home appliances was similar regardless of family members. The survey result on energy attitudes and practices revealed that the older the respondents, the more seriously concerned they are about environmental problem, however, the lower the age, the higher the number of respondents check their energy consumption for energy save. Finally, recommend the increases in the unit prices of current energy costs and thereby fostering energy conservation are deemed as the priority to improve energy saving plan derived from the evaluation of the government's eight major policies from the perspective of their effectiveness and importance. (c) 2017 Elsevier Ltd. All rights reserved.",,0,Seoul,KOR,10.1016/j.esr.2016.12.001,SRID=4326;POINT (126.9784 37.566),10349312,Evaluation of measures to improve residential energy policies considering occupant characteristics,2017
1354,WOS:000294834900018,"The purpose of this paper is to investigate the reasons for ever growing energy consumption in buildings and to give enhanced supervision strategies for reduction of building energy consumption compared to regular ones. A case study of Ningbo city was used to make a detail analysis. Several factors were determined as the reasons for ever growing building energy consumption including climate change, household electricity load increase, the growth of real estate, fast-growing household electrical appliances, high energy consumption in existing buildings, changes in industrial structure and the lack of enhanced government supervision. Then the discussion of suitable countermeasures shows that only enhanced supervision strategies are currently applicable. Finally, it is concluded that enhanced government supervision strategies, including the establishment of a strict control system for new built buildings through information integration and encryption, establishing an energy efficiency supervision system of large-scale public building and a carrot-and-stick approach with added expert checklist for the building application of renewable energy, showed great advantages in promoting building energy efficiency in Ningbo. compared with other cities. These supervision strategies are applicable in other cities as they are in the similar situations in the enforcement of building energy efficiency. (C) 2011 Elsevier B.V. All rights reserved.","Yao, J, Zhu, N",20,Ningbo,CHN,10.1016/j.enbuild.2011.04.027,SRID=4326;POINT (121.54945 29.87819),3491597,Enhanced supervision strategies for effective reduction of building energy consumption-A case study of Ningbo,2011
1355,WOS:000328094000052,"In this paper 2011 energy consumption, green house gas (GHG) emission, and ENERGY STAR Energy Performance Rating (EPR) data for 953 office buildings in New York City are examined. The data were made public as a result of New York City's local law 84. Twenty-one of these office buildings were identified as LEED-certified, providing the opportunity for direct comparison of energy performance data for LEED and non-LEED buildings of the same type, time frame, and geographical and climate region. With regard to energy consumption and GHG emission the LEED-certified buildings, collectively, showed no savings as compared with non-LEED buildings. The subset of the LEED buildings certified at the Gold level outperformed other NYC office buildings by 20%. In contrast LEED Silver and Certified office buildings underperformed other NYC office buildings. The average EPR for the LEED buildings was 78, 10 pts higher than that for all NYC office buildings, raising questions about the validity and interpretation of these EPR's. This work suggests that LEED building certification is not moving NYC toward its goal of climate neutrality. The results also suggest the need to re-examine some aspects of ENERGY STAR's benchmarking tool. (C) 2013 John H. Scofield. Published by Elsevier B.V. All rights reserved.","Scofield, JH",43,New York City,USA,10.1016/j.enbuild.2013.08.032,SRID=4326;POINT (-74.00597 40.71427),8175133,Efficacy of LEED-certification in reducing energy consumption and greenhouse gas emission for large New York City office buildings,2013
1356,WOS:000400533000048,"Outer facade finishes affect the energy balance in buildings and thermal conditions in urban environments. To rise to the challenges presently posed by climate change, strategies must be designed to reduce energy demand, mitigate greenhouse gas emissions and adapt the urban environment. As a substantial part of building envelopes, facades also play a predominant role in consolidated cities, for they impact thermal balance while also defining the outdoor space. Three optical parameters (colour, solar reflectance and emissivity) are studied to characterise the surface properties of enclosures and analyse their effect on three construction systems: the standard enclosure found on buildings in Madrid and two solutions to improve its thermal performance via energy rehabilitation. The findings show that since the surface features of elements govern temperature on outer facade surfaces, suitable design can lower the energy demand for thermal conditioning and improve both indoor and outdoor urban habitability. (C) 2017 Elsevier Ltd. All rights reserved.",,1,Madrid,ESP,10.1016/j.solener.2017.03.009,SRID=4326;POINT (-3.70256 40.4165),3255944,Effect of facade surface finish on building energy rehabilitation,2017
1357,WOS:000290034200008,"During the past twenty-five years the land use controls that shape residential real estate development in the United States have changed in potentially significant ways. From the 1950s to the 1980s, land use laws promoted middle-class sprawl by reserving extensive tracts of land for the construction of moderately priced, single-family homes on lots of less than one acre. More recently, suburbs have adopted land use controls that promote upper class sprawl by reserving large areas for the construction of small numbers of expensive homes on spacious lots. This regulatory shift can be explained in several ways: a homevoter hypothesis that derives the new controls from the economic interests of suburban homeowners and a regional spillover hypothesis that attributes the adoption of new controls to desires by planning commissioners, consultants, and nongovernmental organizations to do as other communities are doing. We assess these explanations through a case study of changing land use controls in the suburban New Jersey Highlands west of New York City. Between 1975 and 2002 the region saw large increases in preserved open space, a doubling of the required minimum lot area for houses, increases in the real price of housing, declines in the number of newly constructed homes, and a shift in residential real estate development toward the urban core. Multivariate analyses of the changes in land use controls support the regional spillover hypothesis. The implications of this dynamic for conservation policies, environmental injustices, and greenhouse gas emissions are briefly explored.","Rudel, TK, O'Neill, K, Gottlieb, P, McDermott, M, Hatfield, C",14,New York City,USA,10.1080/00045608.2011.560062,SRID=4326;POINT (-74.00597 40.71427),8175133,From Middle to Upper Class Sprawl? Land Use Controls and Changing Patterns of Real Estate Development in Northern New Jersey,2011
1358,WOS:000330210500004,"A deeper understanding of extreme hot weather are needed in cities sensitive to heat effects, an investigation was done in the tropical town of Kaohsiung in Taiwan. Its 11 districts were divided into three climatic classes varying from high urban heat, low levels of green space and lack of proximity to water bodies to low urban heat, adequate green space and proximity to water bodies. Daily data on natural mortality, meteorological variables, and pollutants from May-October 1999-2008 were analysed using generalised additive models for the time-series data. Subgroup analyses were conducted, stratifying decedents according to the level of planning activity required in order to mitigate adverse heat effects in their residential areas, classifying districts as ""level 1"" for those requiring a high level of mitigation action; ""level 2"" for those requiring some action; and ""level 3"" for those that need only preserve existing conditions. Stratified analyses showed that mortality increases per 1 degrees C rise on average, either on the same day or in the previous 4 days (lags 0-4), were associated with 2.8%, 2.3% and - 1.3% for level 1, 2 and 3 districts, respectively. The slope describing the association between temperature and mortality was higher above 29.0 degrees C resulting in corresponding increases of 4.2%, 5.0% and 0.3% per per 1 degrees C rise in temperature, respectively. Other meteorological variables were not significantly associated with mortality. It is concluded that hot season mortality in Kaohsiung is only sensitive to heat effects in districts classified as having unfavourably climatic conditions and requiring mitigation efforts in city planning. Urban planning measures designed to improve climatic conditions could reduce excess mortality resulting from extreme hot weather.","Goggins, WB, Ren, C, Ng, E, Yang, C, Chan, EYY",6,Kaohsiung,TWN,10.4081/gh.2013.52,SRID=4326;POINT (120.31333 22.61626),1519711,"Effect modification of the association between meteorological variables and mortality by urban climatic conditions in the tropical city of Kaohsiung, Taiwan",2013
1359,WOS:000394400000050,"Dispersion of neutral and dense gas over a simplified urban area, comprising four cubes, has been investigated by the means of large-eddy simulations (LES). The results have been compared to wind tunnel experiments and both mean and fluctuating quantities of velocity and concentration are in very good agreement. High-quality inflow profiles are necessary to achieve physically realistic LES results. In this study, profiles matching the atmospheric boundary layer flow in the wind tunnel, are generated by means of a separate precursor simulation. Emission of dense gas dramatically alters the flow in the near source region and introduces an upstream dispersion. The resulting dispersion patterns of neutral and dense gas differ significantly, where the plume in the latter case is wider and shallower. The dense gas is highly affected by the cube array, which seems to act as a barrier, effectively deflecting the plume. This leads to higher concentrations outside of the array than inside. On the contrary, the neutral gas plume has a Gaussian-type shape, with highest concentrations along the centreline. It is found that the dense gas reduces the vertical and spanwise turbulent momentum transport and, as a consequence, the turbulence kinetic energy. The reduction coincides with the area where the gradient Richardson number exceeds its critical value, i.e. where the flow may be characterized as stably stratified. Interestingly, this region does not correspond to where the concentration of dense gas is the highest (close to the ground), as this is also where the largest velocity gradients are to be found. Instead there is a layer in the middle of the dense gas cloud where buoyancy is dynamically dominant. (C) 2017 Elsevier Ltd. All rights reserved.",,3,Richardson,USA,10.1016/j.atmosenv.2016.12.039,SRID=4326;POINT (-96.72972 32.94818),110815,Large-eddy simulation of dense gas dispersion over a simplified urban area,2017
1360,WOS:000413128100113,"In this study, the marine ecological cycle is divided into subsystems of science and technology (T), the environment (E), resources (R), and the economy (E). A TERE model is constructed to measure the marine bearing capacity by taking the energy output of oceans as the impetus for the entire marine system. We construct a system dynamics model of the marine bearing capacity in Qingdao, China and establish the TERE model to simulate the status of 30 variables when the system reaches a steady state. Accordingly, five schemes-population control, pollution control, fishery control, economic growth, and no change-are proposed to predict the trends in economic growth, population growth, and environmental development in Qingdao City over a five-year period and to determine the optimal scheme. Generally, the pollution control scheme is optimal, regardless of economic development or reductions in energy consumption and emissions. Therefore, Qingdao City should enhance its environmental protection measures to ensure that the economy and environment develop in harmony. (C) 2017 Elsevier Ltd. All rights reserved.",,0,Qingdao,CHN,10.1016/j.jclepro.2017.05.185,SRID=4326;POINT (120.38042 36.06488),3718835,Construction and analogue simulation of TERE model for measuring marine bearing capacity in Qingdao,2017
1361,WOS:A1993MT80700050,"1. Reducing the carbon dioxide generated by human activity is necessary for the protection of the global environment. 2. Traditional methods of environmental control, e.g. watering, called uchimizu in Japan, is interesting from this point of view. Traditional methods, other than watering, still continue to be practised in Japan. 3. More than 300 residents of detached houses in Kyoto city were investigated for the methods of environmental control used in summer. Investigated areas were Kitashirakawa, Nishijin and Rakusai N.T. 4. Residents' who conduct traditional methods of environmental control use air conditioner (ACs) less than those who don't. Residents' attitude toward ACs have a greater effect on total time of use rather than on frequency. 5. In the centre of the city, there is a tendency for residents to use ACs against their will or only as a necessity, which leads to anxiety regarding their health. 6. The use of traditional methods of protection from heat have been decreasing with social change.",,0,Kyoto,JPN,10.1016/0306-4565(93)90095-B,SRID=4326;POINT (135.75385 35.02107),1459640,THE ACTUAL CONDITIONS OF PRACTICING TRADITIONAL METHODS OF ENVIRONMENTAL-CONTROL AND UTILIZATION OF AIR-CONDITIONERS BY THE RESIDENTS OF DETACHED HOUSES IN KYOTO DURING SUMMER,1993
1362,WOS:000390732300039,"Initiatives to displace petroleum and climate change mitigation have driven a recent increase in space heating with biomass combustion. However, there is ample evidence that biomass combustion emits significant quantities of health damaging pollutants. We investigated the near-source micro-environmental air quality impact of a biomass-fueled combined heat and power system equipped with an electrostatic precipitator (ESP) in Syracuse, NY. Two rooftop sampling stations with PM2.5 and CO2 analyzers were established in such that one could capture the plume while the other one served as the background for comparison depending on the wind direction. Four sonic anemometers were deployed around the stack to quantify spatially and temporally resolved local wind patterns. Fuel-based emission factors were derived based on near-source measurement. The Comprehensive Turbulent Aerosol Dynamics and Gas Chemistry (CTAG) model was then applied to simulate the spatial variations of primary PM2.5 without ESP. Our analysis shows that the absence of ESP could lead to an almost 7 times increase in near-source primary PM2.5 concentrations with a maximum concentration above 100 mu g m(-)3 at the building rooftop. The above-ground ""hotspots"" would pose potential health risks to building occupants since particles could penetrate indoors via infiltration, natural ventilation, and fresh air intakes on the rooftop of multiple buildings. Our results demonstrated the importance of emission control for biomass combustion systems in urban area, and the need to take above-ground pollutant ""hotspots"" into account when permitting distributed generation. The effects of ambient wind speed and stack temperature, the suitability of airport meteorological data on micro-environmental air quality were explored, and the implications on mitigating near-source air pollution were discussed. (C) 2016 Elsevier Ltd. All rights reserved.","Tong, ZM, Yang, B, Hopke, PK, Zhang, KM",12,Syracuse,USA,10.1016/j.envpol.2016.11.025,SRID=4326;POINT (-76.14742 43.04812),144142,Microenvironmental air quality impact of a commercial-scale biomass heating system,2017
1363,WOS:000209553700001,"In 2011, China announced that it has reached an urbanisation rate of 50%. If we take rapid urbanisation as a given and that it is already well underway, it is still widely unclear what research needs to be conducted and policy changes made to support municipalities of fast transforming cities and to avoid repeating the development mistakes that have occurred in industrialised nations, i.e. driving urban growth with high consumption patterns without fully considering the environmental and social needs and occupants' behaviour and aspirations. The scale and pace of change requires a solid systems approach of urban development. The purpose of this paper is to explore the rapid urbanisation of Chinese cities with a focus on the plans for a new, on-going urban sub-centre in the north-west of Shanghai: Zhenru urban sub-centre. Information-rich urbanisation is a defining feature of the 21st century, reshaping cities and communities in China and in developing countries around the world. The paper compares two cases of urban development patterns for new sub-centres for polycentric city structures: it relates to new urban sub-centres in Berlin (Germany) and Shanghai (China), and the relationship of these sub-centres to 'Network City' theory. Network theory is useful in this context as the 'network' metaphor and concepts of decentralisation seem to have replaced the 'machine' metaphor which was based on efficiency based on the availability of cheap fossil fuels. The question to be addressed is how Chinese cities can be better steered towards more sustainable models of development. As cities aim to move towards more resilient urban ecosystems and polycentric systems, the case of Potsdamer Platz Berlin, compared to Zhenru sub-centre in Shanghai, is discussed. Both are transport-oriented developments promoting mixed-use density and less car-dependency. According to documentation of the Shanghai municipality, Zhenru urban centre, which is currently in its planning phase, is supposed to become a 'new sustainable sub-centre for a growing metropolis'. Based on the Potsdamer Platz experience, where an isolated 'City within the City' was developed, a series of careful recommendations are formulated for the design and development of such centres, knowing that it is rather difficult to translate from one case to the other. The conclusion includes five lessons (recommendations) from Potsdamer Platz for the urban design of new sub-centres to ensure a delivery of economical, social and environmental sustainable outcomes. A core finding is that drawing lessons from the German case study for Chinese urbanisation seemed a useful tactic and gave a sense that there are underlying urban design strategies. However, the conversion of such strategies to another cultural and social context requires further research. (C) 2011 Elsevier B.V. All rights reserved.","Lehmann, S",12,Shanghai; Berlin,CHN; DEU,10.1016/j.scs.2011.08.001,SRID=4326;POINT (121.45806 31.22222); SRID=4326;POINT (13.41053 52.52437),22315474; 3426354,Can rapid urbanisation ever lead to low carbon cities? The case of Shanghai in comparison to Potsdamer Platz Berlin,2012
